timestamp,attention_score,pitch,yaw,roll,ear_l,ear_r,gaze_l,gaze_r,blinks,status
2026-03-13T16:07:13.101472,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:13.262463,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:13.309308,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:13.355598,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:13.405055,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:13.448199,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:13.492945,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:13.526410,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:13.571824,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:13.607194,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:13.650458,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:13.711268,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:13.756280,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:13.789029,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:13.834317,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:13.869662,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:13.919414,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:13.961423,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:13.992579,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:14.026451,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:14.078317,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:14.123219,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:14.174748,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:14.219146,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:14.260203,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:14.305674,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:14.368732,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:14.434146,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:14.477938,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:14.525165,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:14.570106,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:14.617748,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:14.663139,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:14.711962,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:14.755766,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:14.801403,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:14.847757,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:14.895946,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:14.946042,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:14.988992,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:15.038106,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
2026-03-13T16:07:15.083629,0.0,0.0,0.0,0.0,0.000,0.000,0.000,0.000,0,DISTRACTED
