timestamp,attention_score,pitch,yaw,roll,ear_l,ear_r,gaze_l,gaze_r,blinks,status
2026-03-13T16:22:07.514257,0.0,32.6,-12.2,-163.1,0.284,0.463,0.149,-0.088,0,DISTRACTED
2026-03-13T16:22:07.558838,0.0,31.7,-12.0,-163.2,0.294,0.464,0.145,-0.088,0,DISTRACTED
2026-03-13T16:22:07.602481,0.0,31.3,-11.9,-163.2,0.292,0.462,0.138,-0.089,0,DISTRACTED
2026-03-13T16:22:07.645766,0.0,31.0,-11.9,-163.4,0.302,0.468,0.131,-0.095,0,DISTRACTED
2026-03-13T16:22:07.689222,0.0,26.6,-12.0,-165.4,0.325,0.483,0.097,-0.086,0,DISTRACTED
2026-03-13T16:22:07.733552,0.0,25.7,-12.3,-166.5,0.305,0.476,0.073,-0.112,0,DISTRACTED
2026-03-13T16:22:07.778916,0.0,24.2,-12.1,-167.6,0.304,0.471,0.086,-0.126,0,DISTRACTED
2026-03-13T16:22:07.821835,0.0,9.3,1.2,12.5,0.302,0.470,0.092,-0.144,0,DISTRACTED
2026-03-13T16:22:07.866474,0.0,7.5,2.3,11.1,0.291,0.465,0.109,-0.134,0,DISTRACTED
2026-03-13T16:22:07.908340,0.0,5.8,2.9,9.9,0.279,0.462,0.105,-0.123,0,DISTRACTED
2026-03-13T16:22:07.949142,0.4,4.5,3.6,8.7,0.275,0.459,0.138,-0.128,0,ATTENTIVE
2026-03-13T16:22:07.989767,0.8,3.3,3.3,7.6,0.279,0.460,0.131,-0.133,0,ATTENTIVE
2026-03-13T16:22:08.032354,1.2,2.0,3.2,6.7,0.277,0.458,0.139,-0.128,0,ATTENTIVE
2026-03-13T16:22:08.074940,1.7,1.6,4.5,5.4,0.282,0.463,0.133,-0.126,0,ATTENTIVE
2026-03-13T16:22:08.115458,2.1,-1.7,3.4,1.0,0.263,0.452,-0.050,-0.277,0,ATTENTIVE
2026-03-13T16:22:08.158445,2.5,-1.5,4.3,-0.1,0.278,0.458,0.007,-0.249,0,ATTENTIVE
2026-03-13T16:22:08.200756,2.9,-1.5,5.0,-0.8,0.278,0.463,0.022,-0.242,0,ATTENTIVE
2026-03-13T16:22:08.242877,3.4,-1.5,4.4,-1.3,0.277,0.462,0.028,-0.241,0,ATTENTIVE
2026-03-13T16:22:08.285928,3.8,-1.2,3.7,-1.5,0.279,0.463,0.005,-0.232,0,ATTENTIVE
2026-03-13T16:22:08.329432,4.2,-0.6,2.5,-1.6,0.284,0.465,-0.008,-0.242,0,ATTENTIVE
2026-03-13T16:22:08.373041,4.6,-0.2,1.3,-1.6,0.284,0.464,-0.012,-0.251,0,ATTENTIVE
2026-03-13T16:22:08.413432,5.1,-0.3,-0.7,-1.5,0.287,0.463,-0.035,-0.265,0,ATTENTIVE
2026-03-13T16:22:08.455063,5.5,-0.6,-2.5,-1.2,0.289,0.459,-0.049,-0.281,0,ATTENTIVE
2026-03-13T16:22:08.497071,5.9,-0.9,-4.2,-0.9,0.289,0.458,-0.049,-0.278,0,ATTENTIVE
2026-03-13T16:22:08.539582,6.3,-1.1,-5.0,-0.8,0.288,0.455,-0.069,-0.297,0,ATTENTIVE
2026-03-13T16:22:08.581755,6.7,-1.9,-8.5,-0.2,0.293,0.453,-0.142,-0.333,0,ATTENTIVE
2026-03-13T16:22:08.624818,7.2,-2.1,-10.1,0.1,0.287,0.450,-0.157,-0.352,0,ATTENTIVE
2026-03-13T16:22:08.666801,7.6,-2.1,-10.6,0.3,0.290,0.451,-0.148,-0.346,0,ATTENTIVE
2026-03-13T16:22:08.707929,8.0,-2.3,-11.4,0.2,0.296,0.453,-0.168,-0.361,0,ATTENTIVE
2026-03-13T16:22:08.749627,8.4,-2.2,-12.0,0.1,0.297,0.453,-0.170,-0.352,0,ATTENTIVE
2026-03-13T16:22:08.790245,8.8,-2.1,-12.4,-0.0,0.299,0.456,-0.179,-0.352,0,ATTENTIVE
2026-03-13T16:22:08.833674,9.3,-1.9,-12.4,-0.4,0.298,0.457,-0.176,-0.349,0,ATTENTIVE
2026-03-13T16:22:08.875971,9.7,-1.8,-12.4,-0.8,0.294,0.455,-0.177,-0.347,0,ATTENTIVE
2026-03-13T16:22:08.916524,10.1,-1.2,-12.4,-1.2,0.294,0.459,-0.170,-0.344,0,ATTENTIVE
2026-03-13T16:22:08.961119,10.5,-1.3,-12.2,-1.4,0.294,0.456,-0.170,-0.341,0,ATTENTIVE
2026-03-13T16:22:09.003729,11.0,-1.5,-11.3,-1.5,0.292,0.456,-0.156,-0.345,0,ATTENTIVE
2026-03-13T16:22:09.046750,11.4,-1.5,-6.8,-1.2,0.296,0.467,-0.104,-0.315,0,ATTENTIVE
2026-03-13T16:22:09.090196,11.8,-1.4,-6.1,-0.5,0.295,0.457,-0.119,-0.317,0,ATTENTIVE
2026-03-13T16:22:09.132900,12.3,-1.4,-6.2,0.3,0.291,0.452,-0.104,-0.307,0,ATTENTIVE
2026-03-13T16:22:09.174304,12.7,-1.7,-6.0,0.9,0.288,0.453,-0.116,-0.297,0,ATTENTIVE
2026-03-13T16:22:09.215616,13.1,-2.1,-6.2,1.7,0.293,0.453,-0.121,-0.316,0,ATTENTIVE
2026-03-13T16:22:09.257721,13.5,-2.2,-6.5,2.2,0.298,0.457,-0.122,-0.301,0,ATTENTIVE
2026-03-13T16:22:09.300104,13.9,-2.2,-7.2,2.8,0.297,0.456,-0.126,-0.302,0,ATTENTIVE
2026-03-13T16:22:09.340984,14.3,-2.1,-7.7,3.5,0.296,0.456,-0.116,-0.305,0,ATTENTIVE
2026-03-13T16:22:09.383211,14.8,-2.1,-8.3,4.1,0.294,0.453,-0.101,-0.314,0,ATTENTIVE
2026-03-13T16:22:09.426986,15.2,-2.3,-9.0,4.6,0.292,0.451,-0.095,-0.295,0,ATTENTIVE
2026-03-13T16:22:09.466521,15.6,-1.9,-9.3,5.1,0.295,0.451,-0.095,-0.293,0,ATTENTIVE
2026-03-13T16:22:09.509059,16.0,-3.3,-23.0,8.8,0.333,0.446,-0.179,-0.376,0,ATTENTIVE
2026-03-13T16:22:09.554083,15.2,-5.1,-27.4,10.5,0.345,0.442,-0.237,-0.435,0,DISTRACTED
2026-03-13T16:22:09.595224,14.3,-0.6,-46.1,-172.8,0.359,0.446,-0.293,-0.439,0,DISTRACTED
2026-03-13T16:22:09.638635,13.5,-0.7,-46.6,-173.1,0.373,0.453,-0.285,-0.418,0,DISTRACTED
2026-03-13T16:22:09.681608,12.6,-0.7,-47.3,-173.0,0.358,0.449,-0.281,-0.450,0,DISTRACTED
2026-03-13T16:22:09.724157,11.8,-1.0,-47.5,-172.8,0.360,0.451,-0.316,-0.474,0,DISTRACTED
2026-03-13T16:22:09.768296,10.9,-2.0,-47.5,-172.5,0.363,0.454,-0.339,-0.487,0,DISTRACTED
2026-03-13T16:22:09.811015,10.0,-2.8,-47.7,-172.3,0.367,0.458,-0.342,-0.481,0,DISTRACTED
2026-03-13T16:22:09.856819,9.1,-3.7,-47.6,-172.1,0.367,0.457,-0.343,-0.482,0,DISTRACTED
2026-03-13T16:22:09.901441,8.2,-4.6,-47.8,-172.0,0.367,0.457,-0.328,-0.481,0,DISTRACTED
2026-03-13T16:22:09.943595,7.4,-6.2,-48.8,-171.7,0.405,0.451,-0.317,-0.452,0,DISTRACTED
2026-03-13T16:22:09.988089,6.5,-6.5,-49.4,-171.8,0.384,0.459,-0.253,-0.438,0,DISTRACTED
2026-03-13T16:22:10.030823,5.6,-6.3,-50.7,-171.8,0.373,0.457,-0.234,-0.408,0,DISTRACTED
2026-03-13T16:22:10.074529,4.7,-6.0,-50.7,-171.8,0.365,0.456,-0.239,-0.379,0,DISTRACTED
2026-03-13T16:22:10.116126,3.9,-6.0,-50.4,-172.2,0.357,0.453,-0.235,-0.379,0,DISTRACTED
2026-03-13T16:22:10.160510,3.0,-5.8,-50.0,-172.6,0.352,0.450,-0.243,-0.388,0,DISTRACTED
2026-03-13T16:22:10.203604,2.2,-6.4,-49.8,-172.6,0.359,0.452,-0.224,-0.372,0,DISTRACTED
2026-03-13T16:22:10.247269,1.3,-6.4,-49.4,-172.9,0.367,0.452,-0.234,-0.379,0,DISTRACTED
2026-03-13T16:22:10.291437,0.4,-5.6,-49.2,-173.4,0.355,0.445,-0.245,-0.415,0,DISTRACTED
2026-03-13T16:22:10.332523,0.0,-6.2,-48.9,-173.2,0.357,0.444,-0.238,-0.431,0,DISTRACTED
2026-03-13T16:22:10.375036,0.0,-4.9,-47.2,-173.2,0.352,0.443,-0.325,-0.459,0,DISTRACTED
2026-03-13T16:22:10.417929,0.0,-4.8,-46.3,-173.3,0.348,0.442,-0.307,-0.466,0,DISTRACTED
2026-03-13T16:22:10.461504,0.0,-5.0,-46.3,-173.4,0.358,0.446,-0.325,-0.473,0,DISTRACTED
2026-03-13T16:22:10.505439,0.0,-4.9,-46.5,-173.6,0.366,0.446,-0.309,-0.467,0,DISTRACTED
2026-03-13T16:22:10.547326,0.0,-4.7,-46.4,-173.7,0.357,0.444,-0.296,-0.460,0,DISTRACTED
2026-03-13T16:22:10.592783,0.0,-4.8,-45.8,-173.9,0.351,0.445,-0.277,-0.463,0,DISTRACTED
2026-03-13T16:22:10.636420,0.0,-5.1,-45.4,-174.0,0.345,0.442,-0.278,-0.461,0,DISTRACTED
2026-03-13T16:22:10.677932,0.0,-5.1,-45.3,-174.1,0.344,0.442,-0.300,-0.475,0,DISTRACTED
2026-03-13T16:22:10.722722,0.0,-5.0,-45.5,-174.1,0.348,0.442,-0.303,-0.470,0,DISTRACTED
2026-03-13T16:22:10.762842,0.0,-5.3,-45.5,-174.0,0.344,0.441,-0.299,-0.457,0,DISTRACTED
2026-03-13T16:22:10.803957,0.0,-4.7,-44.8,-174.1,0.339,0.444,-0.325,-0.447,0,DISTRACTED
2026-03-13T16:22:10.847434,0.0,-5.4,-45.0,-174.0,0.338,0.442,-0.316,-0.458,0,DISTRACTED
2026-03-13T16:22:10.890388,0.0,-5.1,-45.2,-173.9,0.340,0.443,-0.303,-0.448,0,DISTRACTED
2026-03-13T16:22:10.932905,0.0,-4.8,-45.2,-173.9,0.345,0.445,-0.323,-0.452,0,DISTRACTED
2026-03-13T16:22:10.975034,0.0,-4.8,-45.2,-173.7,0.343,0.444,-0.298,-0.444,0,DISTRACTED
2026-03-13T16:22:11.018640,0.0,-4.6,-45.0,-173.7,0.343,0.441,-0.285,-0.433,0,DISTRACTED
2026-03-13T16:22:11.060099,0.0,-4.3,-45.3,-173.7,0.344,0.440,-0.292,-0.442,0,DISTRACTED
2026-03-13T16:22:11.100432,0.0,-4.4,-45.4,-173.7,0.343,0.440,-0.282,-0.443,0,DISTRACTED
2026-03-13T16:22:11.144603,0.0,-4.4,-45.2,-173.7,0.344,0.440,-0.283,-0.441,0,DISTRACTED
2026-03-13T16:22:11.188843,0.0,-4.4,-45.3,-173.5,0.330,0.433,-0.255,-0.433,0,DISTRACTED
2026-03-13T16:22:11.231831,0.0,-3.1,-46.0,-172.6,0.301,0.428,0.033,-0.084,0,DISTRACTED
2026-03-13T16:22:11.273556,0.0,-2.0,-45.8,-172.0,0.315,0.435,0.227,0.102,0,DISTRACTED
2026-03-13T16:22:11.316330,0.0,-1.6,-45.1,-171.3,0.334,0.438,0.273,0.152,0,DISTRACTED
2026-03-13T16:22:11.358180,0.0,-1.0,-44.8,-170.9,0.342,0.448,0.279,0.123,0,DISTRACTED
2026-03-13T16:22:11.399733,0.0,-1.1,-44.7,-170.5,0.349,0.457,0.279,0.125,0,DISTRACTED
2026-03-13T16:22:11.441870,0.0,-6.8,-29.8,14.0,0.351,0.461,0.315,0.154,0,DISTRACTED
2026-03-13T16:22:11.482885,0.0,-6.8,-29.7,14.2,0.355,0.465,0.312,0.131,0,DISTRACTED
2026-03-13T16:22:11.525126,0.0,-6.6,-29.6,14.3,0.355,0.467,0.335,0.133,0,DISTRACTED
2026-03-13T16:22:11.565672,0.0,-0.9,-44.3,-169.8,0.357,0.468,0.346,0.129,0,DISTRACTED
2026-03-13T16:22:11.606632,0.0,-0.6,-43.8,-169.9,0.356,0.469,0.348,0.130,0,DISTRACTED
2026-03-13T16:22:11.649379,0.0,-0.5,-43.4,-170.0,0.353,0.469,0.338,0.127,0,DISTRACTED
2026-03-13T16:22:11.689927,0.0,-0.4,-43.0,-170.1,0.353,0.469,0.364,0.144,0,DISTRACTED
2026-03-13T16:22:11.732151,0.0,0.0,-42.9,-170.4,0.354,0.470,0.364,0.150,0,DISTRACTED
2026-03-13T16:22:11.774041,0.0,-0.8,-43.6,-170.6,0.354,0.469,0.352,0.136,0,DISTRACTED
2026-03-13T16:22:11.815255,0.0,-1.3,-43.9,-170.8,0.357,0.468,0.359,0.137,0,DISTRACTED
2026-03-13T16:22:11.858224,0.0,-1.0,-44.1,-170.8,0.358,0.468,0.335,0.124,0,DISTRACTED
2026-03-13T16:22:11.899760,0.0,-1.0,-44.3,-170.7,0.359,0.468,0.329,0.120,0,DISTRACTED
2026-03-13T16:22:11.943046,0.0,-1.1,-44.4,-170.6,0.359,0.468,0.336,0.121,0,DISTRACTED
2026-03-13T16:22:11.984314,0.0,-1.3,-44.3,-170.5,0.352,0.466,0.330,0.115,0,DISTRACTED
2026-03-13T16:22:12.026084,0.0,-1.4,-44.5,-170.4,0.349,0.463,0.325,0.120,0,DISTRACTED
2026-03-13T16:22:12.067634,0.0,-1.3,-44.7,-170.3,0.351,0.464,0.320,0.118,0,DISTRACTED
2026-03-13T16:22:12.109510,0.0,-1.7,-44.7,-170.1,0.352,0.465,0.313,0.111,0,DISTRACTED
2026-03-13T16:22:12.150901,0.0,-1.7,-44.8,-170.1,0.359,0.471,0.312,0.114,0,DISTRACTED
2026-03-13T16:22:12.194353,0.0,-1.5,-44.8,-170.1,0.358,0.468,0.319,0.121,0,DISTRACTED
2026-03-13T16:22:12.236383,0.0,-1.3,-45.2,-170.1,0.362,0.467,0.315,0.117,0,DISTRACTED
2026-03-13T16:22:12.276814,0.0,-1.4,-44.9,-169.8,0.356,0.468,0.309,0.115,0,DISTRACTED
2026-03-13T16:22:12.318724,0.0,-1.0,-45.1,-170.0,0.361,0.471,0.310,0.111,0,DISTRACTED
2026-03-13T16:22:12.360667,0.0,-1.0,-45.3,-170.0,0.359,0.470,0.310,0.117,0,DISTRACTED
2026-03-13T16:22:12.403465,0.0,-0.9,-45.4,-170.1,0.356,0.467,0.318,0.117,0,DISTRACTED
2026-03-13T16:22:12.444503,0.0,-1.0,-45.4,-170.0,0.352,0.464,0.320,0.117,0,DISTRACTED
2026-03-13T16:22:12.486355,0.0,-1.0,-45.5,-170.0,0.355,0.465,0.326,0.120,0,DISTRACTED
2026-03-13T16:22:12.527562,0.0,-1.4,-45.5,-169.7,0.359,0.464,0.322,0.126,0,DISTRACTED
2026-03-13T16:22:12.569555,0.0,-1.5,-45.2,-169.7,0.360,0.465,0.319,0.125,0,DISTRACTED
2026-03-13T16:22:12.611275,0.0,-1.5,-45.1,-169.7,0.360,0.465,0.313,0.124,0,DISTRACTED
2026-03-13T16:22:12.653947,0.0,-1.2,-44.9,-169.9,0.350,0.450,0.298,0.084,0,DISTRACTED
2026-03-13T16:22:12.697243,0.0,-0.6,-43.6,-170.5,0.272,0.388,0.127,-0.046,0,DISTRACTED
2026-03-13T16:22:12.739522,0.0,-7.3,-19.3,10.8,0.241,0.411,-0.133,-0.215,0,DISTRACTED
2026-03-13T16:22:12.781179,0.0,-6.4,-16.8,10.1,0.262,0.429,-0.128,-0.180,0,DISTRACTED
2026-03-13T16:22:12.822927,0.0,-5.8,-13.9,9.4,0.283,0.433,-0.088,-0.164,0,DISTRACTED
2026-03-13T16:22:12.864943,0.0,-5.5,-11.6,8.9,0.291,0.434,-0.054,-0.131,0,DISTRACTED
2026-03-13T16:22:12.907212,0.0,-5.8,-9.0,8.7,0.279,0.431,0.027,-0.144,0,DISTRACTED
2026-03-13T16:22:12.951235,0.4,-6.1,-5.2,8.2,0.277,0.439,0.097,-0.114,0,ATTENTIVE
2026-03-13T16:22:12.991783,0.9,-6.0,-3.2,7.8,0.281,0.446,0.112,-0.102,0,ATTENTIVE
2026-03-13T16:22:13.035471,1.3,-6.0,-3.2,7.8,0.283,0.450,0.104,-0.091,0,ATTENTIVE
2026-03-13T16:22:13.078416,1.7,-6.0,-1.8,7.5,0.282,0.453,0.105,-0.112,0,ATTENTIVE
2026-03-13T16:22:13.121799,2.1,-5.5,-0.3,7.3,0.284,0.457,0.116,-0.113,0,ATTENTIVE
2026-03-13T16:22:13.162668,2.6,-5.4,1.7,7.0,0.284,0.458,0.125,-0.099,0,ATTENTIVE
2026-03-13T16:22:13.202627,3.0,-4.6,4.0,5.6,0.271,0.460,0.009,-0.214,0,ATTENTIVE
2026-03-13T16:22:13.246290,3.4,-4.5,3.8,5.5,0.271,0.459,-0.005,-0.230,0,ATTENTIVE
2026-03-13T16:22:13.287190,3.8,-4.0,4.5,5.1,0.271,0.462,-0.014,-0.241,0,ATTENTIVE
2026-03-13T16:22:13.330917,4.2,-3.0,4.2,5.0,0.272,0.464,-0.020,-0.266,0,ATTENTIVE
2026-03-13T16:22:13.371443,4.6,-3.1,2.8,5.1,0.271,0.465,-0.019,-0.246,0,ATTENTIVE
2026-03-13T16:22:13.413345,5.1,-2.9,2.9,5.2,0.273,0.465,-0.027,-0.263,0,ATTENTIVE
2026-03-13T16:22:13.454779,5.5,-3.0,2.6,5.2,0.276,0.467,-0.033,-0.258,0,ATTENTIVE
2026-03-13T16:22:13.496358,5.9,-3.0,2.3,5.1,0.275,0.466,-0.033,-0.269,0,ATTENTIVE
2026-03-13T16:22:13.537270,6.3,-2.9,2.0,5.2,0.278,0.464,-0.043,-0.273,0,ATTENTIVE
2026-03-13T16:22:13.578481,6.7,-2.7,1.1,5.2,0.280,0.466,-0.050,-0.280,0,ATTENTIVE
2026-03-13T16:22:13.619904,7.1,-2.6,0.8,5.3,0.281,0.466,-0.050,-0.278,0,ATTENTIVE
2026-03-13T16:22:13.661231,7.5,-2.8,0.7,5.5,0.279,0.462,-0.052,-0.284,0,ATTENTIVE
2026-03-13T16:22:13.725426,8.2,-3.5,-2.2,6.0,0.279,0.461,-0.047,-0.277,0,ATTENTIVE
2026-03-13T16:22:13.766155,8.6,-3.7,-4.0,6.2,0.276,0.455,-0.046,-0.284,0,ATTENTIVE
2026-03-13T16:22:13.806814,9.0,-3.9,-4.9,6.0,0.277,0.455,-0.043,-0.277,0,ATTENTIVE
2026-03-13T16:22:13.849896,9.4,-4.0,-5.0,5.9,0.277,0.454,-0.040,-0.268,0,ATTENTIVE
2026-03-13T16:22:13.891055,9.8,-4.0,-5.2,5.8,0.277,0.454,-0.036,-0.267,0,ATTENTIVE
2026-03-13T16:22:13.931404,10.2,-3.9,-4.8,5.6,0.283,0.455,-0.033,-0.259,0,ATTENTIVE
2026-03-13T16:22:13.972960,10.7,-3.9,-4.2,5.6,0.283,0.456,-0.027,-0.256,0,ATTENTIVE
2026-03-13T16:22:14.014782,11.1,-3.9,-3.7,5.6,0.282,0.456,-0.030,-0.256,0,ATTENTIVE
2026-03-13T16:22:14.059956,11.5,-3.9,-3.5,5.6,0.283,0.458,-0.036,-0.251,0,ATTENTIVE
2026-03-13T16:22:14.101282,11.9,-3.8,-2.9,5.5,0.285,0.458,-0.033,-0.262,0,ATTENTIVE
2026-03-13T16:22:14.142420,12.4,-3.5,-2.5,5.4,0.287,0.459,-0.030,-0.273,0,ATTENTIVE
2026-03-13T16:22:14.183521,12.8,-3.7,-2.0,5.4,0.287,0.460,-0.038,-0.283,0,ATTENTIVE
2026-03-13T16:22:14.225158,13.2,-3.2,0.4,5.5,0.281,0.464,0.131,-0.136,0,ATTENTIVE
2026-03-13T16:22:14.270583,13.6,-2.9,1.1,5.6,0.282,0.466,0.132,-0.116,0,ATTENTIVE
2026-03-13T16:22:14.312544,14.1,-2.6,1.5,5.7,0.285,0.467,0.126,-0.113,0,ATTENTIVE
2026-03-13T16:22:14.355944,14.5,-2.2,1.9,5.8,0.290,0.468,0.131,-0.107,0,ATTENTIVE
2026-03-13T16:22:14.397419,14.9,-2.1,2.6,5.9,0.295,0.468,0.133,-0.101,0,ATTENTIVE
2026-03-13T16:22:14.440315,15.3,-2.1,2.7,5.9,0.294,0.468,0.136,-0.106,0,ATTENTIVE
2026-03-13T16:22:14.483329,15.8,-2.5,2.4,6.0,0.296,0.468,0.139,-0.107,0,ATTENTIVE
2026-03-13T16:22:14.525530,16.2,-2.7,2.1,6.0,0.298,0.466,0.122,-0.111,0,ATTENTIVE
2026-03-13T16:22:14.566208,16.6,-2.7,1.5,6.1,0.299,0.469,0.107,-0.119,0,ATTENTIVE
2026-03-13T16:22:14.608818,17.0,-2.6,1.3,6.1,0.299,0.469,0.106,-0.123,0,ATTENTIVE
2026-03-13T16:22:14.649903,17.4,-2.2,1.7,5.8,0.298,0.469,0.112,-0.128,0,ATTENTIVE
2026-03-13T16:22:14.692372,17.9,-2.2,1.7,5.1,0.294,0.468,0.098,-0.133,0,ATTENTIVE
2026-03-13T16:22:14.733949,18.3,-1.7,1.7,4.9,0.299,0.471,0.105,-0.147,0,ATTENTIVE
2026-03-13T16:22:14.775958,18.7,-1.7,1.5,5.0,0.305,0.474,0.105,-0.145,0,ATTENTIVE
2026-03-13T16:22:14.817984,19.1,-1.8,1.1,5.0,0.306,0.473,0.085,-0.163,0,ATTENTIVE
2026-03-13T16:22:14.861233,19.5,-1.7,0.2,5.0,0.300,0.468,0.003,-0.227,0,ATTENTIVE
2026-03-13T16:22:14.903170,20.0,-1.7,-0.9,5.1,0.303,0.472,-0.045,-0.261,0,ATTENTIVE
2026-03-13T16:22:14.946511,20.4,-1.8,-1.2,5.0,0.303,0.472,-0.062,-0.277,0,ATTENTIVE
2026-03-13T16:22:14.986537,20.8,-3.2,-1.4,5.7,0.084,0.429,-0.096,-0.250,0,ATTENTIVE
2026-03-13T16:22:15.027916,21.2,-4.6,-0.9,6.0,0.020,0.381,-0.090,-0.146,0,ATTENTIVE
2026-03-13T16:22:15.069624,21.6,-5.4,-0.7,6.0,0.038,0.370,-0.094,-0.076,0,ATTENTIVE
2026-03-13T16:22:15.111795,22.0,-7.4,0.3,5.6,0.059,0.355,-0.093,-0.032,0,ATTENTIVE
2026-03-13T16:22:15.154976,22.5,-7.8,0.0,5.6,0.052,0.353,-0.099,-0.005,0,ATTENTIVE
2026-03-13T16:22:15.196480,22.9,-7.5,-0.7,5.6,0.028,0.355,0.000,0.000,0,ATTENTIVE
2026-03-13T16:22:15.240842,23.3,-7.6,-1.4,5.7,0.016,0.357,0.000,0.000,0,ATTENTIVE
2026-03-13T16:22:15.282399,23.8,-7.6,-1.3,5.6,0.013,0.358,0.000,0.000,0,ATTENTIVE
2026-03-13T16:22:15.326030,24.2,-7.7,-0.8,5.4,0.015,0.357,0.000,0.000,0,ATTENTIVE
2026-03-13T16:22:15.367891,24.6,-7.8,-1.4,5.3,0.017,0.356,0.000,0.000,0,ATTENTIVE
2026-03-13T16:22:15.409728,25.0,-7.5,-1.0,4.7,0.023,0.357,0.000,0.000,0,ATTENTIVE
2026-03-13T16:22:15.450379,25.4,-7.7,-0.0,4.2,0.029,0.358,0.000,0.000,0,ATTENTIVE
2026-03-13T16:22:15.492964,25.8,-7.9,0.5,3.8,0.028,0.359,0.000,0.000,0,ATTENTIVE
2026-03-13T16:22:15.533518,26.3,-7.8,0.1,3.7,0.025,0.358,0.000,0.000,0,ATTENTIVE
2026-03-13T16:22:15.577096,26.7,-7.4,0.4,3.5,0.024,0.358,0.000,0.000,0,ATTENTIVE
2026-03-13T16:22:15.620760,27.1,-7.4,0.4,3.4,0.019,0.359,0.000,0.000,0,ATTENTIVE
2026-03-13T16:22:15.661981,27.5,-8.0,0.3,3.5,0.019,0.359,0.000,0.000,0,ATTENTIVE
2026-03-13T16:22:15.704988,28.0,-8.1,0.2,3.5,0.021,0.359,0.000,0.000,0,ATTENTIVE
2026-03-13T16:22:15.748476,28.4,-8.5,0.2,3.8,0.022,0.359,0.000,0.000,0,ATTENTIVE
2026-03-13T16:22:15.790869,28.8,-8.3,-0.0,3.8,0.018,0.359,0.000,0.000,0,ATTENTIVE
2026-03-13T16:22:15.834364,29.3,-8.4,-0.5,4.2,0.018,0.358,0.000,0.000,0,ATTENTIVE
2026-03-13T16:22:15.878688,29.7,-8.5,-1.3,4.6,0.020,0.357,0.000,0.000,0,ATTENTIVE
2026-03-13T16:22:15.920528,30.1,-9.1,-2.3,5.3,0.021,0.358,0.000,0.000,0,ATTENTIVE
2026-03-13T16:22:15.962663,30.6,-9.0,-3.0,5.5,0.021,0.358,0.000,0.000,0,ATTENTIVE
2026-03-13T16:22:16.003597,31.0,-7.5,-3.4,5.4,0.011,0.361,0.000,0.000,0,ATTENTIVE
2026-03-13T16:22:16.046178,31.4,-6.1,-4.7,5.5,0.071,0.368,-0.100,-0.035,1,ATTENTIVE
2026-03-13T16:22:16.087944,31.8,-5.6,-6.0,5.6,0.176,0.409,-0.071,-0.215,1,ATTENTIVE
2026-03-13T16:22:16.130392,32.2,-5.3,-7.1,5.7,0.234,0.437,-0.056,-0.230,1,ATTENTIVE
2026-03-13T16:22:16.171301,32.6,-5.2,-7.8,5.7,0.266,0.442,-0.048,-0.227,1,ATTENTIVE
2026-03-13T16:22:16.212415,33.1,-5.3,-8.4,5.7,0.284,0.447,-0.037,-0.228,1,ATTENTIVE
2026-03-13T16:22:16.253584,33.5,-5.2,-8.6,5.8,0.289,0.451,-0.024,-0.251,1,ATTENTIVE
